activity_date,workload_id,environment,business_driver,demand_index,traffic,transactions,queries,support_requests,ai_requests,api_requests,active_customers,revenue
2025-08-10,checkout-nonprod,nonprod,transactions,0.370048,18650.43,1554.2,373.01,111.9,279.76,74601.73,2611.06,121227.81
2025-08-10,checkout-prod,prod,transactions,1.097912,158099.27,13174.94,3161.99,948.6,2371.49,632397.09,22133.9,1027645.28
2025-08-10,recommendations-prod,prod,ai_requests,0.86237,93135.91,4191.12,1862.72,558.82,7761.33,372543.64,13039.03,326907.04
2025-08-10,shared-platform-nonprod,nonprod,traffic,0.416437,21862.96,983.83,437.26,131.18,327.94,87451.83,3060.81,76738.98
2025-08-10,shared-platform-prod,prod,traffic,1.039031,155854.58,7013.46,3117.09,935.13,2337.82,623418.3,21819.64,547049.56
2025-08-10,storefront-nonprod,nonprod,traffic,0.445924,18728.79,842.8,374.58,112.37,280.93,74915.15,2622.03,65738.04
2025-08-10,storefront-prod,prod,traffic,1.235776,148293.07,6673.19,2965.86,889.76,2224.4,593172.29,20761.03,520508.68
2025-08-10,support-nonprod,nonprod,support_requests,0.346128,3488.97,157.0,69.78,290.75,52.33,13955.9,488.46,12246.3
2025-08-10,support-prod,prod,support_requests,1.064419,30655.27,1379.49,613.11,2554.61,459.83,122621.08,4291.74,107599.99
2025-08-11,analytics-nonprod,nonprod,queries,1.064513,35767.63,1609.54,2980.64,214.61,536.51,143070.5,5007.47,125544.36
2025-08-11,analytics-prod,prod,queries,1.012729,97221.97,4374.99,8101.83,583.33,1458.33,388887.89,13611.08,341249.12
2025-08-11,checkout-nonprod,nonprod,transactions,1.076264,54243.71,4520.31,1084.87,325.46,813.66,216974.85,7594.12,352584.13
2025-08-11,checkout-prod,prod,transactions,1.165068,167769.79,13980.82,3355.4,1006.62,2516.55,671079.18,23487.77,1090503.67
2025-08-11,recommendations-prod,prod,ai_requests,1.087965,117500.22,5287.51,2350.0,705.0,9791.68,470000.87,16450.03,412425.76
2025-08-11,shared-platform-nonprod,nonprod,traffic,1.080396,56720.82,2552.44,1134.42,340.32,850.81,226883.26,7940.91,199090.06
2025-08-11,shared-platform-prod,prod,traffic,1.170968,175645.18,7904.03,3512.9,1053.87,2634.68,702580.73,24590.33,616514.59
2025-08-11,storefront-nonprod,nonprod,traffic,1.099665,46185.93,2078.37,923.72,277.12,692.79,184743.71,6466.03,162112.6
2025-08-11,storefront-prod,prod,traffic,1.284934,154192.09,6938.64,3083.84,925.15,2312.88,616768.37,21586.89,541214.24
2025-08-11,support-nonprod,nonprod,support_requests,1.26636,12764.91,574.42,255.3,1063.74,191.47,51059.65,1787.09,44804.85
2025-08-11,support-prod,prod,support_requests,0.959151,27623.56,1243.06,552.47,2301.96,414.35,110494.24,3867.3,96958.69
2025-08-12,analytics-nonprod,nonprod,queries,1.184148,39787.38,1790.43,3315.62,238.72,596.81,159149.54,5570.23,139653.72
2025-08-12,analytics-prod,prod,queries,1.279691,122850.33,5528.26,10237.53,737.1,1842.75,491401.31,17199.05,431204.65
2025-08-12,checkout-nonprod,nonprod,transactions,1.2058,60772.32,5064.36,1215.45,364.63,911.58,243089.28,8508.12,395020.08
2025-08-12,checkout-prod,prod,transactions,1.00777,145118.85,12093.24,2902.38,870.71,2176.78,580475.42,20316.64,943272.56
2025-08-12,recommendations-prod,prod,ai_requests,1.132167,122274.0,5502.33,2445.48,733.64,10189.5,489096.01,17118.36,429181.75
2025-08-12,shared-platform-nonprod,nonprod,traffic,0.86498,45411.43,2043.51,908.23,272.47,681.17,181645.72,6357.6,159394.12
2025-08-12,shared-platform-prod,prod,traffic,1.099986,164997.89,7424.9,3299.96,989.99,2474.97,659991.55,23099.7,579142.58
2025-08-12,storefront-nonprod,nonprod,traffic,1.09644,46050.47,2072.27,921.01,276.3,690.76,184201.87,6447.07,161637.14
2025-08-12,storefront-prod,prod,traffic,1.125499,135059.89,6077.7,2701.2,810.36,2025.9,540239.56,18908.38,474060.22
2025-08-12,support-nonprod,nonprod,support_requests,1.129786,11388.24,512.47,227.76,949.02,170.82,45552.96,1594.35,39972.72
2025-08-12,support-prod,prod,support_requests,0.935356,26938.26,1212.22,538.77,2244.85,404.07,107753.03,3771.36,94553.28
2025-08-13,analytics-nonprod,nonprod,queries,1.04405,35080.09,1578.6,2923.34,210.48,526.2,140320.35,4911.21,123131.11
2025-08-13,analytics-prod,prod,queries,1.135685,109025.73,4906.16,9085.48,654.15,1635.39,436102.94,15263.6,382680.33
2025-08-13,checkout-nonprod,nonprod,transactions,0.859361,43311.79,3609.32,866.24,259.87,649.68,173247.16,6063.65,281526.64
2025-08-13,checkout-prod,prod,transactions,1.12239,161624.16,13468.68,3232.48,969.74,2424.36,646496.63,22627.38,1050557.02
2025-08-13,recommendations-prod,prod,ai_requests,0.999248,107918.83,4856.35,2158.38,647.51,8993.24,431675.34,15108.64,378795.11
2025-08-13,shared-platform-nonprod,nonprod,traffic,0.931394,48898.16,2200.42,977.96,293.39,733.47,195592.64,6845.74,171632.54
2025-08-13,shared-platform-prod,prod,traffic,1.006762,151014.23,6795.64,3020.28,906.09,2265.21,604056.91,21141.99,530059.94
2025-08-13,storefront-nonprod,nonprod,traffic,1.079983,45359.29,2041.17,907.19,272.16,680.39,181437.16,6350.3,159211.11
2025-08-13,storefront-prod,prod,traffic,1.283609,154033.13,6931.49,3080.66,924.2,2310.5,616132.52,21564.64,540656.29
2025-08-13,support-nonprod,nonprod,support_requests,0.867576,8745.16,393.53,174.9,728.76,131.18,34980.65,1224.32,30695.52
2025-08-13,support-prod,prod,support_requests,1.31988,38012.53,1710.56,760.25,3167.71,570.19,152050.13,5321.75,133423.99
2025-08-14,analytics-nonprod,nonprod,queries,1.122849,37727.73,1697.75,3143.98,226.37,565.92,150910.93,5281.88,132424.34
2025-08-14,analytics-prod,prod,queries,1.064168,102160.09,4597.2,8513.34,612.96,1532.4,408640.36,14302.41,358581.92
2025-08-14,checkout-nonprod,nonprod,transactions,0.934283,47087.87,3923.99,941.76,282.53,706.32,188351.48,6592.3,306071.16
2025-08-14,checkout-prod,prod,transactions,1.106944,159399.97,13283.33,3188.0,956.4,2391.0,637599.87,22316.0,1036099.78
2025-08-14,recommendations-prod,prod,ai_requests,1.095269,118289.07,5323.01,2365.78,709.73,9857.42,473156.29,16560.47,415194.64
2025-08-14,shared-platform-nonprod,nonprod,traffic,1.273203,66843.18,3007.94,1336.86,401.06,1002.65,267372.72,9358.05,234619.56
2025-08-14,shared-platform-prod,prod,traffic,1.057861,158679.2,7140.56,3173.58,952.08,2380.19,634716.78,22215.09,556963.98
2025-08-14,storefront-nonprod,nonprod,traffic,1.09205,45866.09,2063.97,917.32,275.2,687.99,183464.37,6421.25,160989.99
2025-08-14,storefront-prod,prod,traffic,1.093132,131175.89,5902.91,2623.52,787.06,1967.64,524703.55,18364.62,460427.37
2025-08-14,support-nonprod,nonprod,support_requests,1.23639,12462.81,560.83,249.26,1038.57,186.94,49851.24,1744.79,43744.46
2025-08-14,support-prod,prod,support_requests,0.977051,28139.06,1266.26,562.78,2344.92,422.09,112556.25,3939.47,98768.11
2025-08-15,analytics-nonprod,nonprod,queries,1.211953,40721.62,1832.47,3393.47,244.33,610.82,162886.48,5701.03,142932.89
2025-08-15,analytics-prod,prod,queries,1.158872,111251.73,5006.33,9270.98,667.51,1668.78,445006.93,15575.24,390493.58
2025-08-15,checkout-nonprod,nonprod,transactions,0.913692,46050.1,3837.51,921.0,276.3,690.75,184200.39,6447.01,299325.64
2025-08-15,checkout-prod,prod,transactions,1.120577,161363.07,13446.92,3227.26,968.18,2420.45,645452.26,22590.83,1048859.92
2025-08-15,recommendations-prod,prod,ai_requests,0.900871,97294.09,4378.23,1945.88,583.76,8107.84,389176.37,13621.17,341502.26
2025-08-15,shared-platform-nonprod,nonprod,traffic,0.992856,52124.93,2345.62,1042.5,312.75,781.87,208499.73,7297.49,182958.52
2025-08-15,shared-platform-prod,prod,traffic,1.094043,164106.43,7384.79,3282.13,984.64,2461.6,656425.73,22974.9,576013.58
2025-08-15,storefront-nonprod,nonprod,traffic,1.341591,56346.83,2535.61,1126.94,338.08,845.2,225387.32,7888.56,197777.37
2025-08-15,storefront-prod,prod,traffic,1.118442,134213.04,6039.59,2684.26,805.28,2013.2,536852.15,18789.83,471087.76
2025-08-15,support-nonprod,nonprod,support_requests,1.022599,10307.79,463.85,206.16,858.98,154.62,41231.18,1443.09,36180.36
2025-08-15,support-prod,prod,support_requests,0.963028,27735.22,1248.08,554.7,2311.27,416.03,110940.88,3882.93,97350.62
2025-08-16,analytics-nonprod,nonprod,queries,0.357136,11999.78,539.99,999.98,72.0,180.0,47999.11,1679.97,42119.22
2025-08-16,analytics-prod,prod,queries,0.779858,74866.35,3368.99,6238.86,449.2,1123.0,299465.38,10481.29,262780.87
2025-08-16,checkout-nonprod,nonprod,transactions,0.288732,14552.11,1212.68,291.04,87.31,218.28,58208.44,2037.3,94588.72
2025-08-16,checkout-prod,prod,transactions,1.114929,160549.79,13379.15,3211.0,963.3,2408.25,642199.15,22476.97,1043573.63
2025-08-16,recommendations-prod,prod,ai_requests,1.189351,128449.95,5780.25,2569.0,770.7,10704.16,513799.79,17982.99,450859.32
2025-08-16,shared-platform-nonprod,nonprod,traffic,0.351294,18442.94,829.93,368.86,110.66,276.64,73771.77,2582.01,64734.73
2025-08-16,shared-platform-prod,prod,traffic,1.000058,150008.68,6750.39,3000.17,900.05,2250.13,600034.71,21001.21,526530.45
2025-08-16,storefront-nonprod,nonprod,traffic,0.289218,12147.16,546.62,242.94,72.88,182.21,48588.63,1700.6,42636.52
2025-08-16,storefront-prod,prod,traffic,0.880736,105688.34,4755.98,2113.77,634.13,1585.33,422753.34,14796.37,370966.06
2025-08-16,support-nonprod,nonprod,support_requests,0.452547,4561.68,205.28,91.23,380.14,68.43,18246.7,638.63,16011.48
2025-08-16,support-prod,prod,support_requests,0.999528,28786.39,1295.39,575.73,2398.87,431.8,115145.58,4030.1,101040.25
2025-08-17,analytics-nonprod,nonprod,queries,0.354813,11921.72,536.48,993.48,71.53,178.83,47686.87,1669.04,41845.23
2025-08-17,analytics-prod,prod,queries,0.999044,95908.2,4315.87,7992.35,575.45,1438.62,383632.81,13427.15,336637.79
2025-08-17,checkout-nonprod,nonprod,transactions,0.35218,17749.87,1479.16,355.0,106.5,266.25,70999.49,2484.98,115374.16
2025-08-17,checkout-prod,prod,transactions,1.031538,148541.46,12378.46,2970.83,891.25,2228.12,594165.84,20795.8,965519.49
2025-08-17,recommendations-prod,prod,ai_requests,0.925358,99938.68,4497.24,1998.77,599.63,8328.22,399754.73,13991.42,350784.78
2025-08-17,shared-platform-nonprod,nonprod,traffic,0.374524,19662.51,884.81,393.25,117.98,294.94,78650.05,2752.75,69015.42
2025-08-17,shared-platform-prod,prod,traffic,0.800876,120131.37,5405.91,2402.63,720.79,1801.97,480525.48,16818.39,421661.11
2025-08-17,storefront-nonprod,nonprod,traffic,0.30047,12619.75,567.89,252.39,75.72,189.3,50479.0,1766.76,44295.32
2025-08-17,storefront-prod,prod,traffic,1.053226,126387.18,5687.42,2527.74,758.32,1895.81,505548.72,17694.21,443619.0
2025-08-17,support-nonprod,nonprod,support_requests,0.378038,3810.62,171.48,76.21,317.55,57.16,15242.48,533.49,13375.28
2025-08-17,support-prod,prod,support_requests,0.993418,28610.44,1287.47,572.21,2384.2,429.16,114441.76,4005.46,100422.64
2025-08-18,analytics-nonprod,nonprod,queries,0.945801,31778.92,1430.05,2648.24,190.67,476.68,127115.68,4449.05,111544.01
2025-08-18,analytics-prod,prod,queries,1.387221,133173.24,5992.8,11097.77,799.04,1997.6,532692.97,18644.25,467438.08
2025-08-18,checkout-nonprod,nonprod,transactions,1.194268,60191.08,5015.92,1203.82,361.15,902.87,240764.33,8426.75,391242.03
2025-08-18,checkout-prod,prod,transactions,1.184204,170525.34,14210.44,3410.51,1023.15,2557.88,682101.35,23873.55,1108414.69
2025-08-18,recommendations-prod,prod,ai_requests,1.392874,150430.35,6769.37,3008.61,902.58,12535.86,601721.41,21060.25,528010.54
2025-08-18,shared-platform-nonprod,nonprod,traffic,0.960939,50449.29,2270.22,1008.99,302.7,756.74,201797.14,7062.9,177076.99
2025-08-18,shared-platform-prod,prod,traffic,1.04071,156106.47,7024.79,3122.13,936.64,2341.6,624425.87,21854.91,547933.7
2025-08-18,storefront-nonprod,nonprod,traffic,1.022674,42952.29,1932.85,859.05,257.71,644.28,171809.18,6013.32,150762.55
2025-08-18,storefront-prod,prod,traffic,1.099491,131938.91,5937.25,2638.78,791.63,1979.08,527755.64,18471.45,463105.57
2025-08-18,support-nonprod,nonprod,support_requests,1.118698,11276.48,507.44,225.53,939.71,169.15,45105.91,1578.71,39580.44
2025-08-18,support-prod,prod,support_requests,0.979513,28209.97,1269.45,564.2,2350.83,423.15,112839.89,3949.4,99017.01
2025-08-19,analytics-nonprod,nonprod,queries,0.960659,32278.14,1452.52,2689.85,193.67,484.17,129112.57,4518.94,113296.28
2025-08-19,analytics-prod,prod,queries,1.109026,106466.54,4790.99,8872.21,638.8,1597.0,425866.15,14905.32,373697.55
2025-08-19,checkout-nonprod,nonprod,transactions,1.054867,53165.31,4430.44,1063.31,318.99,797.48,212661.23,7443.14,345574.49
2025-08-19,checkout-prod,prod,transactions,1.10044,158463.42,13205.28,3169.27,950.78,2376.95,633853.66,22184.88,1030012.2
2025-08-19,recommendations-prod,prod,ai_requests,1.087307,117429.16,5284.31,2348.58,704.57,9785.76,469716.64,16440.08,412176.36
2025-08-19,shared-platform-nonprod,nonprod,traffic,0.942131,49461.86,2225.78,989.24,296.77,741.93,197847.44,6924.66,173611.13
2025-08-19,shared-platform-prod,prod,traffic,1.09894,164840.93,7417.84,3296.82,989.05,2472.61,659363.71,23077.73,578591.65
2025-08-19,storefront-nonprod,nonprod,traffic,1.093457,45925.2,2066.63,918.5,275.55,688.88,183700.79,6429.53,161197.44
2025-08-19,storefront-prod,prod,traffic,0.933591,112030.87,5041.39,2240.62,672.19,1680.46,448123.48,15684.32,393228.35
2025-08-19,support-nonprod,nonprod,support_requests,1.257437,12674.96,570.37,253.5,1056.25,190.12,50699.86,1774.5,44489.13
2025-08-19,support-prod,prod,support_requests,1.052327,30307.03,1363.82,606.14,2525.59,454.61,121228.1,4242.98,106377.66
2025-08-20,analytics-nonprod,nonprod,queries,0.876511,29450.76,1325.28,2454.23,176.7,441.76,117803.02,4123.11,103372.15
2025-08-20,analytics-prod,prod,queries,1.100485,105646.51,4754.09,8803.88,633.88,1584.7,422586.05,14790.51,370819.26
2025-08-20,checkout-nonprod,nonprod,transactions,1.11777,56335.62,4694.63,1126.71,338.01,845.03,225342.46,7886.99,366181.5
2025-08-20,checkout-prod,prod,transactions,1.130088,162732.64,13561.05,3254.65,976.4,2440.99,650930.55,22782.57,1057762.14
2025-08-20,recommendations-prod,prod,ai_requests,1.234872,133366.18,6001.48,2667.32,800.2,11113.85,533464.74,18671.27,468115.31
2025-08-20,shared-platform-nonprod,nonprod,traffic,1.084961,56960.45,2563.22,1139.21,341.76,854.41,227841.82,7974.46,199931.19
2025-08-20,shared-platform-prod,prod,traffic,1.055312,158296.82,7123.36,3165.94,949.78,2374.45,633187.26,22161.55,555621.82
2025-08-20,storefront-nonprod,nonprod,traffic,1.185795,49803.39,2241.15,996.07,298.82,747.05,199213.57,6972.47,174809.91
2025-08-20,storefront-prod,prod,traffic,1.084867,130184.03,5858.28,2603.68,781.1,1952.76,520736.11,18225.76,456945.94
2025-08-20,support-nonprod,nonprod,support_requests,0.980102,9879.43,444.57,197.59,823.29,148.19,39517.73,1383.12,34676.81
2025-08-20,support-prod,prod,support_requests,1.265068,36433.96,1639.53,728.68,3036.16,546.51,145735.86,5100.76,127883.22
2025-08-21,analytics-nonprod,nonprod,queries,1.191461,40033.09,1801.49,3336.09,240.2,600.5,160132.38,5604.63,140516.16
2025-08-21,analytics-prod,prod,queries,1.165764,111913.31,5036.1,9326.11,671.48,1678.7,447653.24,15667.86,392815.72
2025-08-21,checkout-nonprod,nonprod,transactions,1.243969,62696.04,5224.67,1253.92,376.18,940.44,250784.15,8777.45,407524.24
2025-08-21,checkout-prod,prod,transactions,1.177455,169553.56,14129.46,3391.07,1017.32,2543.3,678214.23,23737.5,1102098.12
2025-08-21,recommendations-prod,prod,ai_requests,1.084593,117136.02,5271.12,2342.72,702.82,9761.34,468544.09,16399.04,411147.44
2025-08-21,shared-platform-nonprod,nonprod,traffic,0.980804,51492.21,2317.15,1029.84,308.95,772.38,205968.85,7208.91,180737.67
2025-08-21,shared-platform-prod,prod,traffic,1.059696,158954.4,7152.95,3179.09,953.73,2384.32,635817.62,22253.62,557929.96
2025-08-21,storefront-nonprod,nonprod,traffic,1.155313,48523.15,2183.54,970.46,291.14,727.85,194092.61,6793.24,170316.26
2025-08-21,storefront-prod,prod,traffic,1.081159,129739.05,5838.26,2594.78,778.43,1946.09,518956.22,18163.47,455384.08
2025-08-21,support-nonprod,nonprod,support_requests,0.968952,9767.03,439.52,195.34,813.92,146.51,39068.13,1367.38,34282.28
2025-08-21,support-prod,prod,support_requests,0.990923,28538.59,1284.24,570.77,2378.22,428.08,114154.35,3995.4,100170.44
2025-08-22,analytics-nonprod,nonprod,queries,1.356178,45567.59,2050.54,3797.3,273.41,683.51,182270.37,6379.46,159942.25
2025-08-22,analytics-prod,prod,queries,1.2154,116678.44,5250.53,9723.2,700.07,1750.18,466713.76,16334.98,409541.33
2025-08-22,checkout-nonprod,nonprod,transactions,1.280081,64516.08,5376.34,1290.32,387.1,967.74,258064.31,9032.25,419354.51
2025-08-22,checkout-prod,prod,transactions,0.916441,131967.48,10997.29,2639.35,791.8,1979.51,527869.94,18475.45,857788.65
2025-08-22,recommendations-prod,prod,ai_requests,1.087533,117453.55,5285.41,2349.07,704.72,9787.8,469814.2,16443.5,412261.96
2025-08-22,shared-platform-nonprod,nonprod,traffic,0.99868,52430.68,2359.38,1048.61,314.58,786.46,209722.72,7340.3,184031.68
2025-08-22,shared-platform-prod,prod,traffic,1.157381,173607.19,7812.32,3472.14,1041.64,2604.11,694428.76,24305.01,609361.24
2025-08-22,storefront-nonprod,nonprod,traffic,1.042364,43779.3,1970.07,875.59,262.68,656.69,175117.19,6129.1,153665.34
2025-08-22,storefront-prod,prod,traffic,1.354332,162519.83,7313.39,3250.4,975.12,2437.8,650079.33,22752.78,570444.61
2025-08-22,support-nonprod,nonprod,support_requests,1.066115,10746.44,483.59,214.93,895.54,161.2,42985.75,1504.5,37720.0
2025-08-22,support-prod,prod,support_requests,0.923449,26595.33,1196.79,531.91,2216.28,398.93,106381.32,3723.35,93349.61
2025-08-23,analytics-nonprod,nonprod,queries,0.453309,15231.18,685.4,1269.26,91.39,228.47,60924.7,2132.36,53461.43
2025-08-23,analytics-prod,prod,queries,0.790194,75858.63,3413.64,6321.55,455.15,1137.88,303434.54,10620.21,266263.81
2025-08-23,checkout-nonprod,nonprod,transactions,0.378887,19095.9,1591.32,381.92,114.58,286.44,76383.59,2673.43,124123.33
2025-08-23,checkout-prod,prod,transactions,0.966435,139166.65,11597.22,2783.33,835.0,2087.5,556666.58,19483.33,904583.2
2025-08-23,recommendations-prod,prod,ai_requests,0.936258,101115.87,4550.21,2022.32,606.7,8426.32,404463.47,14156.22,354916.69
2025-08-23,shared-platform-nonprod,nonprod,traffic,0.347857,18262.49,821.81,365.25,109.57,273.94,73049.95,2556.75,64101.33
2025-08-23,shared-platform-prod,prod,traffic,0.882271,132340.72,5955.33,2646.81,794.04,1985.11,529362.87,18527.7,464515.91
2025-08-23,storefront-nonprod,nonprod,traffic,0.431738,18133.0,815.99,362.66,108.8,272.0,72532.02,2538.62,63646.84
2025-08-23,storefront-prod,prod,traffic,1.117982,134157.8,6037.1,2683.16,804.95,2012.37,536631.19,18782.09,470893.87
2025-08-23,support-nonprod,nonprod,support_requests,0.421911,4252.86,191.38,85.06,354.41,63.79,17011.46,595.4,14927.56
2025-08-23,support-prod,prod,support_requests,1.124491,32385.34,1457.34,647.71,2698.78,485.78,129541.38,4533.95,113672.56
2025-08-24,analytics-nonprod,nonprod,queries,0.314318,10561.07,475.25,880.09,63.37,158.42,42244.29,1478.55,37069.36
2025-08-24,analytics-prod,prod,queries,0.820649,78782.3,3545.2,6565.19,472.69,1181.73,315129.2,11029.52,276525.88
2025-08-24,checkout-nonprod,nonprod,transactions,0.449423,22650.92,1887.58,453.02,135.91,339.76,90603.67,3171.13,147230.96
2025-08-24,checkout-prod,prod,transactions,0.949115,136672.55,11389.38,2733.45,820.04,2050.09,546690.21,19134.16,888371.59
2025-08-24,recommendations-prod,prod,ai_requests,1.018687,110018.16,4950.82,2200.36,660.11,9168.18,440072.64,15402.54,386163.74
2025-08-24,shared-platform-nonprod,nonprod,traffic,0.406758,21354.77,960.96,427.1,128.13,320.32,85419.09,2989.67,74955.25
2025-08-24,shared-platform-prod,prod,traffic,0.826012,123901.83,5575.58,2478.04,743.41,1858.53,495607.33,17346.26,434895.43
2025-08-24,storefront-nonprod,nonprod,traffic,0.432316,18157.29,817.08,363.15,108.94,272.36,72629.14,2542.02,63732.07
2025-08-24,storefront-prod,prod,traffic,1.005608,120673.02,5430.29,2413.46,724.04,1810.1,482692.07,16894.22,423562.29
2025-08-24,support-nonprod,nonprod,support_requests,0.325652,3282.57,147.72,65.65,273.55,49.24,13130.28,459.56,11521.82
2025-08-24,support-prod,prod,support_requests,1.065341,30681.82,1380.68,613.64,2556.82,460.23,122727.29,4295.46,107693.2
2025-08-25,analytics-nonprod,nonprod,queries,1.19075,40009.21,1800.41,3334.1,240.06,600.14,160036.83,5601.29,140432.31
2025-08-25,analytics-prod,prod,queries,1.119448,107467.03,4836.02,8955.59,644.8,1612.01,429868.12,15045.38,377209.28
2025-08-25,checkout-nonprod,nonprod,transactions,1.103687,55625.81,4635.48,1112.52,333.75,834.39,222503.25,7787.61,361567.78
2025-08-25,checkout-prod,prod,transactions,1.010996,145583.37,12131.95,2911.67,873.5,2183.75,582333.48,20381.67,946291.91
2025-08-25,recommendations-prod,prod,ai_requests,1.134011,122473.18,5511.29,2449.46,734.84,10206.1,489892.7,17146.24,429880.85
2025-08-25,shared-platform-nonprod,nonprod,traffic,1.061567,55732.25,2507.95,1114.65,334.39,835.98,222929.02,7802.52,195620.21
2025-08-25,shared-platform-prod,prod,traffic,1.046887,157032.98,7066.48,3140.66,942.2,2355.49,628131.94,21984.62,551185.78
2025-08-25,storefront-nonprod,nonprod,traffic,1.11593,46869.05,2109.11,937.38,281.21,703.04,187476.2,6561.67,164510.36
2025-08-25,storefront-prod,prod,traffic,1.124632,134955.78,6073.01,2699.12,809.73,2024.34,539823.13,18893.81,473694.79
2025-08-25,support-nonprod,nonprod,support_requests,0.893541,9006.89,405.31,180.14,750.57,135.1,36027.57,1260.96,31614.19
2025-08-25,support-prod,prod,support_requests,1.013225,29180.89,1313.14,583.62,2431.74,437.71,116723.57,4085.32,102424.93
2025-08-26,analytics-nonprod,nonprod,queries,1.294667,43500.82,1957.54,3625.07,261.0,652.51,174003.28,6090.11,152687.88
2025-08-26,analytics-prod,prod,queries,1.001817,96174.47,4327.85,8014.54,577.05,1442.62,384697.89,13464.43,337572.4
2025-08-26,checkout-nonprod,nonprod,transactions,0.987196,49754.67,4146.22,995.09,298.53,746.32,199018.68,6965.65,323405.36
2025-08-26,checkout-prod,prod,transactions,1.056101,152078.55,12673.21,3041.57,912.47,2281.18,608314.22,21291.0,988510.6
2025-08-26,recommendations-prod,prod,ai_requests,0.993511,107299.2,4828.46,2145.98,643.8,8941.6,429196.79,15021.89,376620.18
2025-08-26,shared-platform-nonprod,nonprod,traffic,1.068411,56091.57,2524.12,1121.83,336.55,841.37,224366.27,7852.82,196881.4
2025-08-26,shared-platform-prod,prod,traffic,1.196373,179455.99,8075.52,3589.12,1076.74,2691.84,717823.95,25123.84,629890.52
2025-08-26,storefront-nonprod,nonprod,traffic,1.225219,51459.21,2315.66,1029.18,308.76,771.89,205836.85,7204.29,180621.83
2025-08-26,storefront-prod,prod,traffic,1.097359,131683.09,5925.74,2633.66,790.1,1975.25,526732.35,18435.63,462207.64
2025-08-26,support-nonprod,nonprod,support_requests,1.204961,12146.01,546.57,242.92,1012.17,182.19,48584.04,1700.44,42632.5
2025-08-26,support-prod,prod,support_requests,0.902796,26000.51,1170.02,520.01,2166.71,390.01,104002.06,3640.07,91261.8
2025-08-27,analytics-nonprod,nonprod,queries,1.033327,34719.79,1562.39,2893.32,208.32,520.8,138879.16,4860.77,121866.46
2025-08-27,analytics-prod,prod,queries,1.277678,122657.04,5519.57,10221.42,735.94,1839.86,490628.17,17171.99,430526.22
2025-08-27,checkout-nonprod,nonprod,transactions,1.016406,51226.86,4268.91,1024.54,307.36,768.4,204907.46,7171.76,332974.62
2025-08-27,checkout-prod,prod,transactions,1.306033,188068.68,15672.39,3761.37,1128.41,2821.03,752274.72,26329.62,1222446.42
2025-08-27,recommendations-prod,prod,ai_requests,1.075296,116131.93,5225.94,2322.64,696.79,9677.66,464527.71,16258.47,407623.07
2025-08-27,shared-platform-nonprod,nonprod,traffic,1.172613,61562.17,2770.3,1231.24,369.37,923.43,246248.7,8618.7,216083.23
2025-08-27,shared-platform-prod,prod,traffic,1.336571,200485.64,9021.85,4009.71,1202.91,3007.28,801942.56,28067.99,703704.59
2025-08-27,storefront-nonprod,nonprod,traffic,1.127856,47369.95,2131.65,947.4,284.22,710.55,189479.79,6631.79,166268.52
2025-08-27,storefront-prod,prod,traffic,1.065294,127835.34,5752.59,2556.71,767.01,1917.53,511341.36,17896.95,448702.04
2025-08-27,support-nonprod,nonprod,support_requests,1.01536,10234.83,460.57,204.7,852.9,153.52,40939.33,1432.88,35924.26
2025-08-27,support-prod,prod,support_requests,0.998248,28749.53,1293.73,574.99,2395.79,431.24,114998.13,4024.93,100910.86
2025-08-28,analytics-nonprod,nonprod,queries,1.104922,37125.38,1670.64,3093.78,222.75,556.88,148501.5,5197.55,130310.07
2025-08-28,analytics-prod,prod,queries,1.05104,100899.83,4540.49,8408.32,605.4,1513.5,403599.31,14125.98,354158.4
2025-08-28,checkout-nonprod,nonprod,transactions,0.913873,46059.21,3838.27,921.18,276.36,690.89,184236.84,6448.29,299384.87
2025-08-28,checkout-prod,prod,transactions,0.983833,141672.0,11806.0,2833.44,850.03,2125.08,566688.0,19834.08,920868.0
2025-08-28,recommendations-prod,prod,ai_requests,1.014493,109565.26,4930.44,2191.31,657.39,9130.44,438261.03,15339.14,384574.05
2025-08-28,shared-platform-nonprod,nonprod,traffic,1.073105,56338.01,2535.21,1126.76,338.03,845.07,225352.03,7887.32,197746.4
2025-08-28,shared-platform-prod,prod,traffic,1.198962,179844.33,8092.99,3596.89,1079.07,2697.66,719377.32,25178.21,631253.6
2025-08-28,storefront-nonprod,nonprod,traffic,1.020429,42858.01,1928.61,857.16,257.15,642.87,171432.05,6000.12,150431.62
2025-08-28,storefront-prod,prod,traffic,0.958591,115030.97,5176.39,2300.62,690.19,1725.46,460123.9,16104.34,403758.72
2025-08-28,support-nonprod,nonprod,support_requests,1.041367,10496.97,472.36,209.94,874.75,157.45,41987.9,1469.58,36844.38
2025-08-28,support-prod,prod,support_requests,1.08441,31231.02,1405.4,624.62,2602.58,468.47,124924.08,4372.34,109620.88
2025-08-29,analytics-nonprod,nonprod,queries,0.857833,28823.18,1297.04,2401.93,172.94,432.35,115292.71,4035.24,101169.36
2025-08-29,analytics-prod,prod,queries,0.865418,83080.12,3738.61,6923.34,498.48,1246.2,332320.49,11631.22,291611.23
2025-08-29,checkout-nonprod,nonprod,transactions,0.981204,49452.67,4121.06,989.05,296.72,741.79,197810.68,6923.37,321442.36
